gio_hoc_moi_tuan,diem_dau_vao,diem_trung_binh_truoc,tham_gia_ngoai_khoa,gio_giai_tri,lam_them,khoang_cach_den_truong,gpa
23,8.04,7.02,1,14,0,8,5.0
24,6.65,6.49,0,20,0,5,5.0
21,6.85,6.7,1,19,1,10,5.07
22,6.64,6.54,0,17,0,13,5.0
40,6.15,7.04,1,15,0,1,5.2
30,7.45,5.74,0,29,0,1,5.47
22,5.73,7.71,1,20,0,1,5.0
31,8.64,8.16,0,20,1,2,5.23
21,7.57,5.86,0,13,0,5,5.0
36,8.01,5.9,1,25,0,16,5.02
28,6.94,5.96,0,11,1,4,5.0
23,7.06,6.76,1,23,0,1,5.28
29,7.85,9.35,1,23,1,6,5.56
9,6.1,7.3,0,16,0,50,5.0
13,7.07,5.62,1,22,1,4,5.0
13,6.47,6.12,1,21,0,32,5.0
26,6.43,6.77,1,19,0,1,5.72
42,5.0,6.67,0,20,0,1,5.06
47,9.11,6.25,1,20,0,12,5.59
31,6.68,6.76,1,21,1,6,5.3
30,8.9,6.82,0,20,0,14,5.57
6,8.78,6.38,0,11,1,19,5.0
19,5.96,6.96,0,18,0,2,5.0
17,6.19,7.57,0,22,1,11,5.0
18,10.0,8.78,0,20,1,9,5.0
23,9.6,8.38,1,27,0,19,6.39
20,7.46,6.62,1,24,0,5,5.0
5,7.81,7.99,0,13,1,1,5.0
32,6.74,7.25,0,18,0,8,5.0
14,8.02,7.45,0,17,0,31,5.0
27,6.64,6.25,1,19,1,1,5.0
45,5.06,5.9,1,19,1,2,5.0
15,5.91,6.75,0,24,1,3,5.0
0,7.53,9.26,0,21,0,14,5.0
22,6.14,7.06,0,29,0,3,5.25
36,7.42,6.48,1,21,1,2,5.0
44,6.21,5.89,1,13,0,10,5.31
12,6.56,6.35,0,16,0,1,5.0
29,8.52,9.56,0,24,1,1,5.29
20,7.8,6.82,1,7,0,5,5.0
23,7.49,8.1,1,9,0,4,5.0
51,8.55,7.07,0,20,1,4,5.54
9,8.08,7.6,0,27,0,1,5.41
27,9.24,8.5,1,30,0,4,6.07
29,6.95,6.38,1,18,0,15,5.09
35,6.98,6.32,1,28,0,5,5.0
25,5.94,8.42,1,20,1,8,5.0
28,6.99,8.03,0,7,0,1,5.61
21,8.66,8.33,1,19,0,1,6.2
27,9.06,8.44,0,15,0,21,5.93
21,8.65,7.98,0,27,1,4,5.45
31,5.35,8.6,1,19,1,4,5.0
21,8.8,7.59,1,9,0,21,5.74
28,5.29,7.09,1,8,0,12,5.21
24,8.58,6.07,1,19,1,14,5.0
36,7.06,6.15,1,0,0,11,5.0
24,8.34,6.14,0,15,0,1,5.48
7,5.9,8.01,0,21,0,31,5.0
37,8.91,6.17,0,11,0,23,5.45
15,5.74,6.2,0,27,1,2,5.0
18,6.7,5.51,0,29,1,16,5.0
19,6.3,5.92,0,11,1,5,5.0
38,5.39,6.0,1,17,1,11,5.0
3,7.61,8.64,0,27,1,1,5.0
56,9.67,8.22,1,19,1,7,7.41
35,10.0,7.03,1,8,0,1,6.27
27,7.62,8.3,1,18,0,7,6.17
24,8.84,7.57,0,13,1,2,5.58
27,7.78,7.27,0,28,0,6,5.02
30,8.1,6.07,0,24,0,11,5.0
31,7.09,5.99,0,17,0,20,5.17
30,7.73,6.35,1,21,0,1,5.0
25,8.14,7.39,0,9,0,22,5.55
23,6.81,7.02,0,13,0,4,5.0
23,7.41,8.74,0,32,0,18,5.0
23,7.43,7.53,1,20,1,7,5.45
36,8.49,6.05,1,27,1,19,5.0
30,6.22,7.04,0,21,1,10,5.0
0,7.44,5.73,1,30,1,7,5.0
31,9.79,6.82,0,4,0,3,5.0
26,8.9,6.72,1,18,0,34,5.38
24,9.12,6.94,0,33,0,16,5.14
21,7.53,5.76,1,27,1,4,5.0
36,7.89,7.48,0,30,0,1,5.14
34,8.7,6.11,1,19,1,15,5.0
17,9.37,8.09,0,15,0,45,5.63
29,5.16,8.55,1,11,1,3,5.65
15,5.92,5.28,0,11,0,24,5.0
11,9.07,7.32,0,26,1,1,5.24
18,7.17,5.65,1,24,0,30,5.0
33,6.69,6.59,0,19,0,13,5.0
34,6.0,7.37,1,24,0,4,5.03
30,6.83,7.71,1,21,1,3,5.25
32,5.82,6.73,1,27,0,10,5.04
30,10.0,8.83,0,27,1,9,6.6
18,7.47,9.24,1,11,1,25,5.32
29,7.43,8.93,1,22,1,14,5.09
33,8.21,6.81,0,6,0,7,5.27
32,8.65,6.1,0,21,0,26,5.0
36,8.64,7.06,1,24,0,8,5.74
32,8.79,6.54,0,9,1,18,5.52
28,6.74,7.4,0,16,1,18,5.0
35,7.14,5.8,1,20,1,25,5.0
24,8.42,7.35,0,21,0,1,5.0
16,6.87,7.84,1,17,0,8,5.42
23,7.49,7.04,0,10,1,6,5.0
17,7.98,6.3,1,19,0,6,5.0
18,8.44,8.67,0,6,1,6,5.72
23,5.37,5.11,1,18,0,18,5.0
17,8.36,7.06,0,16,0,3,5.0
21,7.22,7.02,1,18,1,6,5.49
6,8.35,7.42,1,15,0,2,5.6
27,8.43,7.62,1,7,0,2,5.51
25,9.43,8.37,0,17,1,10,5.68
16,9.12,7.6,1,27,1,1,5.0
31,9.12,7.25,1,30,1,2,5.0
34,9.23,7.24,1,39,1,7,5.98
8,7.85,6.61,0,33,0,1,5.22
17,7.54,7.99,1,10,0,1,5.08
17,8.55,6.79,0,16,0,19,5.0
15,8.38,8.3,1,19,0,18,5.25
33,7.13,7.06,1,19,0,4,5.25
23,7.99,6.75,1,20,1,4,5.0
22,7.46,7.79,0,39,0,27,5.0
4,6.48,6.08,1,11,1,1,5.0
31,9.05,8.28,1,14,0,8,6.14
12,7.57,7.39,1,33,0,9,5.19
25,9.96,7.26,0,15,0,15,5.73
27,5.55,7.12,1,23,1,30,5.0
38,6.83,7.52,0,28,0,4,5.01
11,7.54,8.38,1,23,0,5,5.19
0,8.86,8.57,1,21,1,11,5.0
26,7.98,7.81,1,27,0,34,5.0
43,7.87,6.08,0,12,0,22,5.0
37,6.15,8.84,0,16,1,10,5.67
27,6.11,5.33,1,24,0,19,5.0
20,7.89,8.26,0,3,0,1,5.91
33,5.86,7.11,1,31,1,4,5.0
15,6.86,5.73,0,22,0,1,5.0
29,8.1,7.2,1,21,0,1,5.34
30,6.32,6.71,1,6,0,9,5.55
35,9.43,9.1,0,9,0,21,6.43
52,8.97,6.84,0,16,0,10,5.47
28,5.61,6.31,1,26,0,10,5.0
19,6.38,5.41,1,3,0,1,5.0
24,5.0,8.22,1,26,0,10,5.0
7,6.56,5.74,0,17,1,6,5.0
18,8.42,7.77,1,18,1,10,5.48
20,7.0,6.89,0,22,1,3,5.0
19,8.05,7.21,1,22,0,8,5.51
26,5.67,7.45,1,14,0,5,5.0
16,8.46,9.19,1,24,0,8,5.15
36,6.83,7.21,1,1,1,1,5.0
25,7.51,7.84,1,16,0,5,5.68
24,7.39,7.46,1,21,0,4,5.6
21,5.97,7.76,0,17,0,13,5.0
26,6.12,6.25,1,5,0,12,5.0
33,8.66,8.63,0,26,0,23,5.23
16,7.98,8.46,1,10,0,9,5.03
18,8.76,8.66,0,19,0,3,5.08
21,7.89,6.57,0,21,1,15,5.0
11,7.67,7.02,0,20,0,6,5.29
16,5.43,6.78,0,29,1,2,5.0
20,7.18,5.65,1,19,0,13,5.0
33,7.47,8.81,0,23,0,1,5.48
27,9.84,7.84,0,19,0,1,5.66
26,8.32,7.7,1,24,0,14,5.6
33,9.34,7.1,1,31,0,14,6.27
23,8.22,5.97,1,21,0,15,5.0
28,6.65,6.26,1,26,0,3,5.24
23,7.64,7.42,1,31,0,20,5.84
27,7.78,7.94,1,30,0,12,5.25
19,6.37,6.98,1,16,0,17,5.0
0,7.04,7.38,0,28,0,12,5.0
23,7.25,6.72,1,21,0,8,5.0
39,9.43,8.25,0,28,1,1,5.94
34,5.0,7.96,1,24,0,12,5.31
34,8.95,8.32,1,22,0,11,5.47
37,6.38,7.66,1,23,1,3,5.02
25,5.85,6.96,1,22,1,13,5.0
26,8.92,6.17,1,22,1,7,5.36
18,8.38,6.32,1,18,1,8,5.59
21,9.01,8.08,1,17,1,4,5.09
31,8.46,7.43,0,34,1,1,5.01
37,9.97,8.35,1,23,0,2,5.58
23,8.17,9.11,1,15,1,14,5.34
20,7.31,7.86,0,17,1,3,5.0
25,7.91,8.6,1,28,1,1,5.35
31,8.99,7.7,1,14,1,50,5.47
10,6.56,6.02,1,8,0,2,5.0
2,6.72,6.85,1,8,0,10,5.0
19,7.13,6.19,1,6,1,26,5.0
12,5.0,8.04,1,9,0,9,5.0
19,7.67,8.03,1,10,1,16,5.0
23,5.24,7.02,0,31,0,37,5.0
20,7.56,8.47,1,19,1,19,5.49
39,8.54,6.06,1,17,1,8,5.96
28,6.93,7.6,0,8,0,4,6.16
28,9.51,6.38,0,18,0,6,5.65
31,5.75,6.62,1,6,0,18,5.28
13,8.93,7.25,0,17,1,19,5.01
35,8.31,8.09,1,36,1,18,5.75
24,5.44,6.77,1,25,0,9,5.0
31,10.0,9.31,0,18,0,6,6.47
14,7.42,6.5,0,25,1,3,5.0
9,6.45,7.58,1,15,1,1,5.0
33,5.81,6.81,0,13,0,14,5.0
28,7.24,5.67,0,33,0,3,5.0
15,7.35,6.14,1,10,1,3,5.0
16,7.62,7.03,1,17,0,18,5.0
36,7.14,8.21,1,22,1,1,5.62
13,8.26,7.86,0,12,0,26,5.18
41,7.03,5.78,1,25,1,1,5.09
15,5.18,6.31,0,17,0,27,5.0
31,7.32,9.2,1,25,1,6,5.71
21,5.0,6.52,1,24,0,1,5.0
31,7.92,6.93,0,18,0,11,5.0
19,6.32,7.31,0,33,0,22,5.0
23,7.7,8.01,1,14,1,5,5.54
25,9.08,7.14,1,30,0,11,5.49
14,6.36,7.34,1,29,0,38,5.0
32,8.77,7.19,1,34,0,2,5.53
19,6.98,7.75,1,21,0,17,5.0
22,9.6,7.96,0,13,0,3,5.69
15,7.06,7.52,1,36,0,5,5.04
0,6.49,6.05,1,17,1,3,5.0
23,8.32,6.54,1,13,1,5,5.0
49,6.98,7.99,0,18,1,1,5.09
32,6.49,6.76,1,12,1,3,5.0
24,6.93,7.28,0,24,0,5,5.0
22,7.45,6.81,1,15,1,10,5.0
25,9.11,8.58,1,17,0,10,5.87
30,5.18,5.82,1,27,0,8,5.0
13,7.53,7.02,1,24,0,3,5.13
36,8.25,8.2,0,20,0,29,5.95
32,7.73,8.45,1,21,0,4,6.2
32,9.07,7.07,0,20,0,2,5.65
29,7.41,9.18,1,16,1,8,5.48
25,7.28,7.41,1,19,0,13,5.0
31,8.21,6.27,1,23,0,1,5.0
30,7.62,7.57,0,18,0,3,5.53
21,7.03,6.61,0,23,0,17,5.0
19,8.12,7.79,0,13,0,7,5.03
26,6.72,6.87,1,15,0,5,5.0
40,6.77,7.01,0,14,0,26,5.76
12,6.87,6.0,1,15,1,1,5.0
10,9.12,8.68,0,30,1,9,5.0
26,5.0,5.19,0,25,0,4,5.0
25,7.97,6.13,1,11,0,1,5.61
26,7.54,7.55,1,23,1,2,5.41
27,5.48,8.23,0,16,0,9,5.0
22,7.87,6.89,0,14,0,1,5.0
39,8.07,8.06,1,8,0,8,5.66
8,8.21,8.49,0,27,1,31,5.37
16,5.0,7.26,0,9,0,15,5.0
23,9.14,7.32,1,19,1,4,5.16
8,6.61,5.74,1,12,0,1,5.0
23,8.32,6.0,0,26,0,6,5.0
41,8.39,7.14,1,17,0,4,5.85
25,6.45,8.07,1,18,1,35,5.0
27,8.29,6.21,1,19,1,45,5.0
12,7.04,7.75,0,22,0,5,5.0
18,5.01,5.41,0,20,0,1,5.0
21,8.9,7.68,1,19,0,24,5.0
21,6.57,7.61,0,15,0,15,5.0
37,6.47,6.15,0,7,0,7,5.0
30,7.02,7.18,1,11,0,4,5.0
13,7.83,6.81,0,25,1,5,5.0
27,7.43,7.87,0,17,0,23,5.2
29,8.16,7.59,0,14,0,2,5.72
36,5.89,6.73,0,8,0,16,5.0
40,6.61,8.52,1,6,0,1,6.64
14,7.36,7.8,1,14,0,25,5.0
16,9.78,7.11,1,27,1,6,5.69
12,7.36,7.02,0,15,0,2,5.0
22,8.8,7.46,0,23,1,1,6.04
29,7.55,7.25,1,15,0,8,5.71
34,6.92,9.08,1,25,0,2,5.88
24,7.2,7.45,1,17,0,9,5.35
21,7.3,5.69,0,10,1,3,5.0
26,8.22,6.8,1,17,0,1,5.12
16,9.15,6.24,0,34,0,7,5.0
45,7.93,6.93,1,34,0,8,5.27
8,8.92,6.18,1,23,1,6,5.29
26,6.34,5.89,1,18,0,6,5.0
45,7.0,5.6,0,22,0,8,5.0
25,6.63,7.29,1,22,0,7,5.0
23,7.88,7.26,0,19,0,1,5.02
21,7.07,7.34,1,23,0,2,5.08
23,8.38,7.3,1,21,0,1,5.13
38,6.38,5.41,1,17,1,11,5.0
2,7.55,7.7,0,10,0,7,5.0
40,8.32,9.42,0,16,1,5,6.83
10,5.02,6.84,1,26,1,16,5.0
22,10.0,7.45,0,19,0,3,5.85
20,7.16,5.65,1,22,0,8,5.0
30,5.07,5.47,1,17,1,1,5.0
9,7.69,7.68,1,11,1,13,5.0
29,7.54,8.29,0,18,1,11,5.34
45,7.4,7.39,1,11,1,16,5.33
11,8.69,8.35,1,11,0,21,5.0
26,8.4,8.16,1,29,1,14,5.33
18,7.86,7.79,1,16,0,18,5.0
29,8.04,6.62,1,14,0,4,5.75
25,7.37,7.3,1,32,0,4,5.0
18,9.63,6.9,1,26,1,28,5.46
29,5.72,6.64,0,17,0,24,5.0
43,7.67,7.55,1,23,1,7,5.2
23,7.58,8.94,1,18,1,4,6.07
32,8.48,6.07,1,14,1,20,5.08
12,6.49,7.35,1,23,1,3,5.16
15,5.41,8.08,0,17,0,1,5.0
29,7.69,8.0,1,20,1,10,5.26
39,7.84,8.13,0,28,1,1,6.05
28,9.29,8.3,0,27,1,4,6.14
21,5.98,8.06,0,15,1,16,5.0
24,8.89,6.42,1,23,0,3,6.47
12,10.0,6.5,1,10,0,26,5.0
31,7.05,7.01,1,23,0,31,5.0
33,5.95,5.29,0,21,1,16,5.0
20,7.01,8.3,1,23,0,43,5.0
20,7.52,8.44,1,17,1,7,5.92
27,8.18,6.9,1,36,0,8,5.02
20,6.79,6.55,0,12,1,18,5.0
24,9.37,7.63,0,27,1,6,5.56
45,6.16,6.8,1,11,0,5,5.74
22,5.41,6.66,1,24,1,9,5.0
21,8.83,8.13,1,24,1,10,5.64
18,5.0,6.22,1,20,0,13,5.0
32,7.26,8.07,0,16,0,11,5.19
23,10.0,8.37,0,21,0,13,5.66
18,7.49,6.51,0,22,1,11,5.0
38,6.16,8.15,1,34,0,6,6.16
39,7.43,5.73,0,13,0,1,5.0
18,7.44,7.03,0,15,0,15,5.0
6,7.69,8.22,0,22,0,1,5.0
35,8.29,6.63,0,17,1,48,5.38
18,6.25,7.1,1,19,1,17,5.0
32,9.53,8.33,0,28,0,11,5.51
5,7.79,6.33,0,0,1,33,5.0
33,8.37,7.34,0,15,1,9,5.0
12,6.75,6.76,1,6,0,1,5.0
32,9.04,7.03,0,10,0,8,5.44
25,7.19,9.16,1,39,1,3,5.44
15,7.83,6.45,1,24,1,4,5.0
20,6.38,7.87,1,27,1,6,5.0
31,6.3,6.38,0,19,0,14,5.0
26,8.33,6.26,1,26,1,6,5.28
30,6.97,7.1,1,5,0,6,5.53
44,6.48,7.52,0,28,1,3,5.0
9,6.73,7.88,0,13,1,7,5.0
41,8.34,9.04,0,15,1,2,5.82
26,6.75,9.02,1,24,1,3,5.0
16,7.36,7.37,0,22,0,14,5.0
11,7.52,6.46,1,20,1,4,5.0
23,5.2,6.94,1,9,0,1,5.0
34,5.73,6.34,1,20,1,4,5.0
23,7.9,8.24,0,27,0,10,5.43
40,6.62,5.52,1,15,1,16,5.0
10,8.77,9.63,1,30,0,32,6.48
24,8.66,8.4,1,13,1,13,5.63
12,8.36,6.01,1,20,0,5,5.0
28,9.68,7.06,0,32,0,3,5.26
33,7.4,7.98,0,14,1,1,5.75
20,8.28,8.62,1,28,1,9,5.16
0,6.8,5.6,1,35,0,7,5.0
26,10.0,8.65,1,21,0,11,5.93
29,9.88,6.46,0,15,0,2,5.26
29,7.51,7.06,1,13,1,3,5.0
37,7.96,8.46,1,30,1,3,5.94
14,9.13,7.06,1,30,1,15,5.0
31,7.32,5.7,1,31,0,1,5.0
36,6.71,7.07,1,19,0,9,5.01
7,8.55,6.83,1,28,1,1,5.0
28,7.59,7.84,1,19,0,7,5.25
19,7.72,6.29,1,12,0,1,5.0
24,6.5,6.04,0,28,0,1,5.0
28,5.44,5.13,1,33,1,1,5.0
20,7.78,7.41,1,11,1,4,5.8
18,8.59,7.31,0,11,0,4,5.19
25,7.23,5.82,0,20,1,17,5.0
14,9.22,7.87,1,27,0,2,5.25
14,6.66,7.98,0,10,0,1,5.0
31,6.23,6.54,1,21,0,9,5.29
13,7.42,7.41,0,15,0,11,5.2
31,7.4,7.41,0,25,0,3,5.2
29,8.42,6.16,1,13,1,9,5.16
7,6.57,8.97,1,26,0,14,5.0
18,9.14,7.15,1,18,0,4,5.0
36,9.86,8.55,0,12,0,7,5.73
15,7.45,7.94,1,20,0,1,5.01
20,9.0,7.45,0,4,0,1,5.85
29,6.23,7.41,1,15,0,39,5.0
32,8.79,7.8,1,22,1,3,5.88
22,8.76,6.13,1,5,1,3,5.38
19,8.54,7.11,1,0,1,36,5.0
39,7.48,6.5,1,1,0,13,6.13
42,5.0,5.92,1,30,1,8,5.0
34,6.73,5.55,0,19,0,12,5.0
25,6.75,8.11,0,15,0,12,5.46
16,6.33,8.48,0,27,0,14,5.13
16,7.65,8.22,1,16,0,1,5.4
30,7.0,8.33,0,22,1,5,5.84
29,6.51,6.49,0,20,0,3,5.0
39,6.23,6.1,1,16,0,1,5.06
31,6.64,6.07,1,22,0,5,5.19
9,8.85,8.23,1,26,1,9,5.0
35,6.71,7.15,0,18,1,1,5.16
15,6.88,6.88,1,16,0,3,5.0
21,6.95,8.35,1,17,1,10,5.0
27,7.91,7.7,1,1,1,8,5.6
44,8.05,6.43,0,22,0,20,5.0
56,5.0,5.69,1,10,1,15,5.0
31,8.73,8.23,1,25,0,33,5.74
23,9.22,8.76,1,19,0,9,5.64
30,6.24,7.35,1,20,1,11,5.31
33,6.33,8.79,1,25,0,19,5.34
21,6.96,8.7,1,12,0,18,5.49
42,6.59,7.34,0,22,1,12,5.67
27,7.77,6.35,0,22,0,6,5.0
29,5.16,5.07,0,18,0,3,5.0
31,6.16,6.34,1,12,0,20,5.0
29,9.35,8.49,0,24,0,14,5.81
33,6.39,8.73,1,25,0,18,6.37
18,8.99,8.04,1,20,1,1,5.67
19,7.93,8.51,0,11,0,3,5.55
13,5.33,6.24,0,15,1,5,5.0
29,8.26,8.03,1,19,0,18,5.83
32,7.36,7.97,0,25,1,22,5.0
29,6.95,5.59,0,7,1,3,5.31
41,7.79,6.8,0,15,0,11,5.0
24,8.07,8.32,0,16,1,1,6.11
31,8.35,7.69,0,19,1,5,5.68
14,8.91,6.32,1,9,0,6,5.0
21,7.99,5.9,1,18,0,14,5.0
31,5.85,6.27,0,17,1,22,5.28
33,6.93,6.9,1,11,1,4,5.32
22,10.0,6.97,1,19,0,7,5.57
24,8.37,7.56,1,15,0,10,5.22
9,10.0,8.43,1,23,0,3,5.41
21,9.17,8.36,0,12,0,42,5.56
33,7.79,5.84,0,20,1,20,5.0
30,7.86,5.88,1,13,0,3,5.23
30,7.46,6.82,0,15,0,7,5.0
25,5.41,7.13,0,22,1,2,5.0
25,7.52,7.67,1,21,0,7,5.66
18,8.95,8.08,0,16,0,11,5.4
31,6.78,6.53,1,17,0,1,5.15
29,7.99,6.95,1,8,0,20,5.54
29,8.52,6.69,1,31,0,9,5.0
19,6.41,7.63,0,25,0,45,5.11
3,6.96,6.02,1,25,0,1,5.0
35,6.28,7.68,0,7,1,17,5.34
20,6.51,7.07,0,15,1,15,5.0
16,5.95,6.64,1,17,0,1,5.0
31,6.42,6.14,1,4,0,4,5.0
21,9.2,6.26,1,27,1,21,5.19
35,6.4,6.14,1,31,0,7,5.0
31,7.65,6.85,0,36,1,5,5.1
31,6.9,5.57,1,11,1,23,5.0
11,8.91,7.37,1,20,0,1,5.61
37,9.07,8.59,1,30,0,6,6.31
27,8.54,8.06,0,17,0,10,6.15
21,7.87,6.74,0,15,0,9,5.0
26,7.22,7.12,0,5,1,3,5.0
7,6.07,6.14,0,29,1,8,5.0
29,9.83,8.01,1,19,0,12,6.22
14,6.59,8.49,1,14,0,8,5.0
11,8.3,8.41,0,22,0,11,5.02
9,8.77,8.08,0,21,0,2,5.0
36,6.83,6.43,1,21,1,17,5.0
18,8.75,8.31,1,18,1,5,5.51
40,8.42,6.03,1,32,0,43,5.0
19,9.57,7.51,0,18,0,1,5.0
7,6.94,7.59,1,32,0,4,5.0
13,5.96,7.46,1,24,0,1,5.0
37,6.89,7.67,0,22,0,8,5.23
23,7.75,7.53,1,19,0,2,5.1
19,7.57,6.97,1,27,0,13,5.0
26,7.03,7.57,1,20,1,21,5.0
30,5.21,5.46,1,12,0,2,5.0
36,8.06,6.43,1,12,0,1,5.74
39,9.87,7.92,1,23,1,20,5.57
21,8.06,7.5,1,12,1,4,5.09
11,8.23,5.97,0,19,0,5,5.0
20,8.19,7.83,0,28,0,2,5.0
27,7.98,8.1,1,22,1,5,5.47
15,8.62,7.4,1,14,0,2,5.79
15,7.97,9.39,0,31,0,10,5.22
28,7.12,6.32,1,24,0,6,5.21
24,6.54,6.48,1,28,0,15,5.0
25,7.2,6.65,1,1,0,3,5.0
17,7.88,7.18,0,22,0,7,5.27
22,7.12,6.69,1,26,1,3,5.0
15,7.88,5.86,0,33,1,27,5.0
33,8.03,6.73,0,8,1,7,5.0
35,8.5,7.35,0,29,0,1,5.1
6,9.04,8.9,1,33,0,3,5.89
15,7.59,9.28,0,3,1,1,5.56
10,5.93,8.08,1,23,0,1,5.0
18,7.09,6.21,1,24,0,7,5.0
24,7.55,6.44,1,17,0,4,5.46
10,5.3,6.32,1,16,0,33,5.0
15,9.17,9.52,0,25,0,1,5.68
14,7.67,7.03,1,15,0,15,5.0
27,7.96,5.89,1,18,1,3,5.0
25,9.14,7.12,1,26,0,2,5.09
17,6.74,7.72,0,34,1,34,5.0
26,8.19,8.08,1,24,1,16,5.96
19,7.37,6.9,0,21,0,9,5.0
22,7.28,7.8,0,15,1,11,5.09
41,6.57,5.47,0,11,1,47,5.0
38,9.5,7.86,1,28,0,8,6.87
12,7.05,7.92,0,18,0,1,5.16
33,8.34,6.53,1,29,0,1,5.15
33,5.25,5.6,0,17,1,10,5.0
13,8.92,6.17,0,14,0,10,5.0
33,8.76,9.2,1,23,0,13,6.11
40,7.62,6.43,0,19,0,1,6.08
13,7.23,7.32,1,10,0,28,5.0
15,7.98,7.93,1,34,0,8,5.0
35,10.0,9.49,1,14,0,10,7.49
27,5.38,6.35,0,27,1,1,5.0
30,8.44,6.87,0,26,1,32,5.26
28,6.41,7.0,0,9,1,8,5.0
28,7.48,8.49,0,11,0,8,5.53
11,7.2,6.88,1,17,1,28,5.0
35,6.99,5.99,0,13,0,26,5.0
36,7.49,5.75,1,33,0,2,5.0
22,6.14,5.46,0,18,1,26,5.0
24,8.74,8.43,0,27,0,13,5.88
9,5.35,6.17,1,24,0,1,5.0
30,8.15,6.71,1,22,0,2,5.0
30,7.11,6.28,1,20,0,5,5.0
24,6.09,6.82,0,29,1,8,5.0
36,7.74,6.97,1,13,0,12,5.55
21,5.63,6.3,1,33,1,2,5.0
30,7.55,8.58,0,9,0,18,5.26
14,5.79,8.25,1,26,0,18,5.0
24,8.05,5.92,1,8,0,10,5.0
23,6.39,7.16,0,17,1,25,5.0
27,6.96,6.17,1,20,1,16,5.19
21,7.85,7.0,0,16,0,2,5.04
23,6.57,7.2,1,18,0,16,5.0
33,7.43,6.91,1,8,1,30,5.64
20,5.68,6.85,1,12,0,1,5.0
8,8.26,8.08,1,23,0,38,5.1
42,9.62,8.09,0,20,0,1,6.14
38,10.0,7.22,0,14,0,7,5.77
12,7.61,6.52,1,30,0,14,5.0
31,8.45,6.03,1,10,0,15,5.0
19,5.36,5.61,1,17,1,13,5.0
27,9.3,9.75,1,15,1,7,6.58
27,8.43,6.6,1,24,1,10,5.02
22,6.92,5.72,0,20,0,12,5.0
17,8.98,7.93,1,19,0,6,5.14
18,7.19,6.94,1,5,1,9,5.0
15,6.95,6.78,1,26,1,18,5.0
16,8.07,8.8,1,18,0,3,5.71
24,6.22,7.34,0,20,0,7,5.0
17,8.73,6.96,1,14,1,1,5.2
31,6.23,6.32,1,12,1,11,5.0
39,6.24,6.24,1,31,1,2,5.0
19,6.41,7.74,0,5,1,6,5.0
27,8.41,7.1,1,11,0,2,5.82
29,6.76,5.53,0,31,0,1,5.0
29,5.88,6.61,1,25,1,6,5.0
25,6.77,5.53,0,17,0,5,5.0
32,7.46,9.24,0,29,0,5,6.22
29,6.08,5.71,1,23,1,2,5.0
12,6.12,6.57,0,21,0,29,5.0
33,10.0,8.17,0,21,1,1,6.78
33,6.47,6.54,1,23,1,22,5.0
17,7.11,6.73,1,24,0,13,5.0
25,7.06,7.46,0,37,0,1,5.0
31,6.99,8.6,0,18,0,6,5.62
22,8.25,8.18,0,18,1,44,5.69
35,8.64,9.04,0,10,0,10,6.36
48,7.13,5.94,0,19,0,1,5.72
17,6.02,7.04,0,34,1,6,5.0
11,9.03,7.77,1,27,0,6,5.07
28,7.39,7.48,1,15,0,16,5.57
32,9.58,9.22,0,20,0,24,6.12
22,5.0,6.17,1,9,0,1,5.0
39,7.73,6.79,1,12,1,3,5.89
11,9.8,8.4,0,21,0,3,5.89
31,7.08,5.62,1,16,0,50,5.0
18,7.23,6.82,1,11,1,8,5.0
42,7.85,7.12,1,23,1,21,5.59
44,6.83,5.98,0,19,0,5,5.0
17,7.13,8.15,0,7,1,12,5.0
19,7.09,5.91,1,3,1,3,5.0
33,6.75,6.78,1,15,0,24,5.0
21,8.97,7.9,1,7,1,6,5.53
24,8.05,8.74,1,5,1,16,5.25
25,7.8,7.23,1,29,0,2,5.0
5,8.47,8.42,1,19,1,11,5.0
24,7.18,7.79,1,17,1,5,5.18
18,6.57,7.0,1,18,1,1,5.0
20,6.78,5.79,1,10,0,5,5.0
39,7.5,5.75,0,23,0,7,5.55
12,6.23,6.88,0,18,0,1,5.0
33,6.9,6.4,0,13,0,2,5.0
22,6.88,7.93,0,15,1,6,5.0
22,10.0,8.68,1,10,0,4,6.08
32,5.0,6.21,0,16,0,5,5.0
28,7.28,5.87,1,18,1,6,5.0
30,9.57,8.31,0,16,0,1,6.07
34,7.65,6.13,0,20,0,1,5.23
21,8.4,6.62,0,19,0,18,5.0
18,7.62,6.16,0,21,0,1,5.0
14,6.7,6.76,0,27,1,10,5.0
16,5.0,7.63,0,24,1,5,5.0
54,7.75,7.22,1,27,0,34,6.22
37,6.57,6.41,0,13,0,1,5.15
11,6.54,5.46,1,15,1,17,5.0
11,6.9,7.55,0,25,1,6,5.0
29,9.59,6.96,1,25,0,1,5.54
30,10.0,8.02,1,14,1,3,6.09
30,7.76,6.86,0,24,0,5,5.0
22,6.94,7.86,1,12,0,3,5.0
23,6.09,6.56,0,23,1,4,5.0
28,8.06,7.26,1,19,0,24,5.54
25,9.64,8.3,0,8,0,4,5.5
2,7.2,9.16,0,16,0,5,5.04
22,5.0,7.33,0,37,0,14,5.0
16,8.3,7.3,1,21,1,15,5.15
26,8.68,7.51,1,38,0,1,5.55
54,5.6,6.03,0,8,0,12,5.0
28,7.71,6.22,1,26,0,6,5.0
21,8.04,6.73,1,0,1,1,5.0
34,7.41,6.31,0,19,0,3,5.0
