gio_hoc_moi_tuan,diem_dau_vao,diem_trung_binh_truoc,tham_gia_ngoai_khoa,gio_giai_tri,lam_them,khoang_cach_den_truong,chat_luong_giac_ngu,so_lan_vang_mat,gpa
31,9.4,9.66,1,13,0,9,4.94,6,5.26
24,10.0,7.78,1,2,0,7,4.11,7,3.63
19,1.0,3.3,1,4,1,18,5.15,6,3.37
12,1.0,2.62,1,15,0,3,2.37,5,1.89
20,9.96,6.59,1,36,1,2,3.84,8,3.69
20,4.15,3.97,0,10,1,4,4.08,4,7.44
10,3.29,4.85,1,4,1,19,3.14,5,3.62
22,6.52,5.48,1,22,0,25,2.16,7,4.51
13,8.63,4.96,1,11,1,32,3.76,2,2.81
6,9.99,7.96,0,14,1,15,3.25,2,4.92
24,9.8,6.79,0,47,0,54,3.58,5,2.79
33,1.0,2.73,0,10,1,11,4.87,0,3.26
27,1.0,4.15,0,21,0,8,10.0,3,2.99
24,7.43,7.23,0,18,1,4,4.5,7,3.29
20,9.86,9.45,0,22,0,39,2.26,7,5.1
38,9.53,7.16,0,7,1,12,4.85,2,4.65
19,3.54,3.98,0,41,0,31,4.04,7,3.28
21,1.45,1.83,0,14,0,17,3.34,5,1.44
13,3.74,3.56,0,7,0,21,2.73,8,2.89
23,4.1,3.54,1,9,0,18,7.23,5,1.78
15,4.54,3.41,1,16,1,4,4.33,6,1.64
37,7.79,8.04,1,4,0,22,4.9,3,4.84
27,1.0,1.0,1,16,0,9,4.0,8,1.76
15,3.54,5.49,1,36,1,8,8.55,5,4.23
21,7.09,7.5,0,24,0,80,4.71,9,1.12
46,8.58,7.65,1,19,0,34,4.56,5,5.83
62,5.6,4.25,1,32,0,16,7.45,6,8.31
33,9.78,6.28,1,24,1,38,6.59,4,6.67
54,3.09,3.31,0,21,1,15,4.09,6,2.65
16,6.94,6.79,0,21,1,14,3.8,8,2.63
6,1.0,2.6,0,15,1,14,7.28,6,1.81
8,4.08,3.4,1,0,0,1,3.71,8,2.97
17,1.31,3.93,0,15,1,6,4.44,6,2.4
42,9.94,9.65,1,1,0,9,3.79,3,5.54
9,5.77,5.24,0,35,0,21,2.88,2,2.12
51,3.01,3.92,1,2,0,20,9.63,5,3.89
15,1.22,1.22,0,5,0,19,3.75,1,0.14
37,5.98,5.18,0,24,1,8,9.67,0,6.52
11,8.36,7.53,1,48,0,56,4.26,2,2.08
9,5.97,5.94,1,24,1,18,5.25,4,3.28
27,6.96,5.67,0,32,0,6,7.78,3,3.08
11,9.95,7.7,1,20,0,46,2.11,6,4.61
8,4.88,4.48,1,27,0,15,6.71,3,2.16
25,9.87,7.65,1,27,0,8,4.8,6,3.52
60,2.59,3.98,0,9,1,8,4.4,8,5.93
27,1.0,1.0,0,32,1,3,4.19,10,3.79
22,1.52,2.84,0,42,0,29,4.08,5,0.86
21,1.0,2.95,1,43,0,5,6.46,6,2.32
43,1.0,2.03,1,41,0,1,1.99,3,1.82
18,2.97,3.3,0,57,0,7,2.79,7,0.93
23,9.98,7.54,0,4,1,19,4.9,4,5.44
9,4.04,3.95,0,11,0,14,4.78,7,4.8
7,9.06,7.44,0,21,0,22,7.3,6,4.24
32,8.97,7.51,0,4,1,23,4.56,4,4.18
19,1.0,1.0,1,22,0,12,2.08,3,1.47
28,1.0,3.25,0,7,1,15,1.9,4,2.68
45,9.49,7.41,0,4,1,9,3.79,5,5.95
10,6.03,7.55,1,43,0,23,7.73,10,5.73
8,8.2,5.73,0,41,1,4,5.38,7,2.62
13,1.0,1.73,0,54,1,6,8.07,7,1.61
46,8.95,7.17,1,37,0,23,4.83,4,6.53
27,1.0,3.01,0,16,0,26,2.9,5,0.71
37,1.88,1.18,0,47,0,38,4.82,6,1.22
22,3.73,3.41,1,15,1,13,9.24,8,2.65
7,2.81,4.28,0,43,0,20,3.41,2,3.35
32,3.43,3.11,0,4,0,16,3.86,5,4.81
41,1.49,4.26,1,39,0,11,10.0,6,4.01
39,5.04,4.57,1,32,0,11,4.59,2,3.43
49,1.47,1.98,1,26,0,32,3.44,2,3.27
32,9.44,8.28,1,25,0,12,7.14,5,5.36
9,7.18,7.91,1,44,0,18,2.55,0,3.94
6,2.63,4.0,1,34,1,8,3.33,4,1.41
9,9.87,9.18,0,5,1,9,6.22,11,6.77
36,9.94,9.64,1,6,0,3,3.13,2,5.42
52,9.94,7.04,1,5,1,5,6.8,6,6.3
50,1.0,3.54,1,5,0,18,3.67,2,2.84
26,1.0,1.08,0,18,1,9,6.87,4,2.97
3,6.25,6.18,1,21,0,8,7.67,7,5.98
40,1.0,2.53,0,17,0,24,4.24,3,6.33
14,1.44,4.11,0,45,0,18,5.55,7,2.78
34,9.36,8.79,1,9,0,13,3.12,4,6.08
7,1.0,3.17,0,26,1,4,7.65,5,0.0
23,4.13,4.78,1,1,0,15,7.43,6,3.66
9,2.84,4.21,0,31,0,13,6.26,7,2.52
25,1.0,2.66,0,43,1,16,7.27,4,2.45
30,9.74,7.78,1,22,1,16,7.4,3,4.33
29,7.63,8.02,0,30,0,21,4.39,4,3.24
11,10.0,9.56,0,5,0,4,1.96,1,4.23
56,3.29,3.83,1,39,1,12,1.19,5,3.05
29,1.18,2.95,0,20,0,10,2.95,7,1.81
12,1.0,2.68,0,27,1,9,5.78,5,2.14
13,1.99,1.58,0,12,1,34,5.2,1,0.78
3,6.09,5.32,0,4,0,6,8.64,2,4.04
14,9.97,9.58,1,6,1,16,6.47,5,3.92
19,7.33,5.65,0,4,0,5,4.63,4,3.87
20,10.0,10.0,1,4,1,3,7.34,6,5.6
13,7.85,7.88,0,10,0,13,9.2,2,5.5
20,1.0,3.0,1,15,1,19,2.54,3,1.55
19,1.0,3.16,1,8,1,1,4.84,4,2.25
20,6.6,5.04,0,21,0,11,5.12,8,3.26
56,1.0,2.33,1,26,1,15,5.15,9,2.54
10,9.45,9.11,1,21,0,14,10.0,5,6.21
23,8.84,6.69,1,22,1,16,9.54,10,7.38
24,1.0,3.66,0,23,1,23,10.0,5,1.75
34,4.58,3.37,0,40,1,2,2.61,4,2.61
37,1.0,1.4,0,44,1,5,4.09,10,0.01
34,1.15,4.59,0,22,0,13,3.89,9,1.53
47,1.72,3.02,1,0,0,10,8.63,7,3.53
9,3.74,3.71,1,40,1,14,6.45,9,1.12
22,9.43,9.02,1,27,1,4,7.75,5,4.94
34,9.49,8.94,1,4,0,15,4.16,6,3.68
22,9.33,8.52,1,3,0,29,3.39,6,5.4
3,8.69,6.65,1,48,0,34,2.97,0,3.17
14,5.12,4.79,0,21,1,35,7.47,3,2.93
18,6.43,6.17,1,43,1,8,3.76,3,1.87
61,8.92,8.05,1,4,0,10,1.79,4,6.46
16,1.25,2.24,0,48,0,24,3.35,5,0.62
23,6.48,6.06,0,0,1,4,5.35,4,3.47
8,1.8,3.35,1,15,1,31,10.0,4,1.68
13,1.0,3.89,0,50,0,13,5.87,2,0.0
20,9.87,8.68,0,3,1,10,3.4,8,4.81
28,9.02,5.9,0,0,0,14,3.63,4,3.91
7,4.03,4.2,1,51,1,6,4.67,4,3.99
58,9.82,6.96,1,8,1,11,9.11,2,5.89
5,9.98,8.56,1,7,1,23,7.33,9,4.08
27,9.99,8.92,1,20,1,15,7.17,3,6.11
43,9.68,7.91,0,28,0,35,2.48,4,5.64
29,4.26,4.29,1,26,1,27,2.1,4,2.55
24,6.43,5.93,1,52,1,11,4.63,5,2.68
14,6.93,6.37,1,23,0,31,7.57,7,2.21
25,5.98,4.95,1,20,0,5,8.21,7,4.16
32,8.5,5.88,0,18,0,7,2.11,8,4.6
44,1.42,1.0,0,29,1,10,1.82,5,1.07
30,9.99,9.26,1,22,1,4,3.33,5,8.02
17,6.06,6.13,0,44,0,8,6.29,6,2.12
44,1.0,2.96,0,37,0,9,5.9,8,0.18
20,6.12,6.94,1,23,0,23,3.04,9,4.58
13,1.0,1.34,0,18,0,34,3.33,12,2.01
25,9.87,6.19,1,24,0,24,1.76,6,4.17
51,9.74,8.23,1,2,1,19,3.81,3,7.36
15,6.45,6.16,1,1,1,7,3.9,8,4.78
29,9.64,6.06,1,38,0,1,2.83,5,3.81
11,8.91,7.71,1,24,0,6,5.16,5,5.31
18,4.19,4.12,1,14,0,4,6.14,3,3.57
9,9.92,7.14,0,25,0,19,10.0,6,2.98
21,2.0,2.86,0,26,1,1,5.14,4,2.64
41,8.72,4.79,0,4,0,28,5.71,4,4.59
22,6.48,5.3,0,12,0,18,3.55,5,2.67
18,1.88,2.43,0,6,1,23,3.46,4,0.93
25,9.96,8.53,0,42,0,42,3.91,8,4.79
38,1.0,2.44,1,19,0,23,4.36,8,4.88
10,8.03,7.46,1,28,0,3,4.68,4,3.7
15,8.69,4.66,0,17,0,12,7.35,4,2.75
10,1.23,1.9,0,43,0,3,3.37,3,0.0
64,9.67,8.36,1,37,1,3,3.81,3,4.84
55,1.0,2.29,1,19,1,9,5.75,1,1.65
36,3.67,5.05,1,18,1,34,2.9,2,2.86
48,1.0,1.0,1,17,1,9,5.6,3,3.43
33,1.56,3.66,1,35,1,3,6.1,7,4.26
19,9.44,7.02,0,16,0,15,2.62,7,5.26
6,5.12,4.34,1,16,1,28,2.11,4,2.03
17,1.0,3.59,1,14,0,15,2.6,2,2.36
15,9.9,9.1,1,18,0,5,6.4,3,2.04
60,1.0,3.63,0,3,1,17,4.75,5,4.03
39,1.59,4.99,1,1,1,3,4.78,4,3.05
42,4.46,5.94,0,7,0,8,6.9,3,2.28
6,6.58,5.15,1,8,0,17,5.54,9,3.32
27,1.0,2.74,1,19,0,7,6.5,3,1.87
15,8.75,6.89,1,40,1,5,2.34,3,3.52
12,1.0,4.63,1,16,1,1,7.34,4,2.48
12,7.19,7.42,0,8,1,7,3.76,1,0.0
42,7.25,6.16,1,28,1,18,8.21,5,5.1
25,1.58,3.83,0,38,0,1,2.64,6,1.3
28,8.52,5.88,0,17,0,18,3.46,3,5.97
23,9.33,7.85,1,42,1,28,8.22,1,3.02
24,5.68,4.47,0,5,0,25,7.39,8,1.76
23,7.19,4.63,1,3,0,8,5.93,6,3.72
31,1.04,3.41,0,22,1,9,7.2,7,0.77
49,9.53,8.62,1,24,1,4,1.89,3,5.45
26,1.0,3.06,0,33,0,6,3.63,4,2.7
32,3.3,3.8,1,60,1,9,5.58,8,2.07
41,1.23,1.47,0,12,0,16,7.48,6,2.06
14,1.28,1.61,1,15,0,25,5.21,5,0.15
45,2.16,2.32,0,21,0,6,6.06,4,2.69
13,9.24,7.31,1,57,1,9,3.49,7,4.69
62,5.37,6.3,0,17,0,8,8.51,2,5.03
32,5.35,6.27,0,1,1,7,7.79,13,4.36
45,1.34,1.15,1,22,0,25,3.15,7,1.65
39,1.0,1.91,1,38,0,19,9.92,9,4.05
19,9.32,6.87,1,6,0,30,5.33,8,4.9
43,3.55,1.6,1,4,0,15,4.09,3,4.46
22,6.13,6.25,1,15,0,7,2.8,3,2.76
11,6.03,5.37,1,58,0,6,1.16,4,3.68
23,3.7,4.11,0,5,1,1,5.97,4,4.11
8,3.69,5.56,1,10,1,6,5.58,4,2.49
12,8.88,7.42,1,24,0,4,4.98,7,5.92
18,3.77,3.83,0,2,0,22,7.68,1,2.84
49,2.05,3.8,0,10,0,23,10.0,8,4.1
37,6.72,7.09,1,13,0,5,4.66,4,5.11
44,9.85,8.21,1,25,1,12,6.88,6,5.8
11,4.59,5.45,1,9,0,6,6.4,5,2.98
54,9.96,7.83,1,1,1,29,2.17,2,6.15
36,9.72,7.75,0,14,1,7,1.42,5,5.86
27,5.35,5.32,1,33,0,14,4.65,7,3.73
19,9.06,6.68,1,20,1,36,4.84,1,5.26
53,1.0,2.03,1,15,0,21,3.23,6,3.27
10,6.5,7.28,0,0,0,14,6.58,9,3.17
27,1.0,4.61,1,6,1,12,4.57,7,4.15
19,9.12,9.07,0,40,1,4,6.86,4,4.56
13,8.93,6.04,1,22,0,10,4.12,2,2.96
39,2.97,2.36,0,20,1,14,3.49,4,3.02
4,8.83,6.11,0,47,1,21,3.98,7,1.18
8,6.26,5.89,0,19,1,9,4.39,4,2.04
11,9.97,5.17,1,48,0,18,7.38,1,4.55
52,9.92,7.36,1,16,1,8,5.37,5,6.69
21,4.47,6.09,1,2,1,25,2.33,4,3.98
16,1.0,3.58,0,51,0,18,5.08,4,0.82
34,2.13,2.77,1,50,0,22,8.33,3,0.42
30,8.91,6.91,1,6,0,37,4.83,7,4.21
12,10.0,8.57,1,32,0,29,2.62,3,3.54
20,1.0,3.54,1,15,0,5,4.27,4,3.43
17,9.84,7.37,0,26,1,14,5.1,5,2.38
35,1.0,2.37,0,8,1,29,2.69,8,1.72
14,1.0,2.03,1,19,0,21,4.0,7,2.2
23,9.76,6.52,0,12,1,3,5.83,6,4.19
25,2.31,3.17,0,22,1,6,2.32,8,1.74
9,6.11,5.37,0,1,0,16,4.78,5,2.67
15,8.63,5.91,0,18,0,16,5.06,3,8.69
36,9.95,8.62,1,20,0,4,6.14,3,6.53
19,1.92,3.64,0,40,0,8,4.6,1,0.0
15,9.89,8.63,1,8,0,22,2.97,6,3.69
44,5.35,4.44,1,32,0,9,6.9,9,3.43
16,1.0,1.0,0,13,1,25,6.9,5,0.0
20,1.0,3.07,0,44,0,11,5.86,5,1.81
44,1.0,1.94,1,17,0,18,5.5,4,2.93
5,1.0,1.71,0,59,1,7,4.47,6,0.0
10,1.94,1.9,0,24,1,24,2.03,5,0.0
2,9.7,7.54,1,17,1,29,4.7,6,3.89
21,9.91,9.53,1,26,0,6,9.55,4,4.19
2,9.97,7.48,1,45,1,21,0.59,2,3.35
29,3.05,2.74,0,45,0,22,6.71,1,0.02
13,7.66,7.25,1,19,1,11,4.43,1,5.23
12,8.57,7.32,1,6,0,29,7.12,5,5.09
58,6.6,3.84,0,23,0,2,2.43,4,5.49
69,1.05,3.29,1,50,1,4,7.0,6,2.39
25,3.86,6.45,0,2,0,35,7.25,6,4.0
20,2.43,1.0,1,36,0,26,5.88,4,1.24
44,2.68,2.37,0,0,0,7,3.94,5,3.34
15,9.91,5.1,1,35,0,29,4.67,8,4.29
25,8.64,7.11,0,19,0,32,8.93,3,4.84
10,2.34,4.4,1,14,1,25,4.3,4,3.92
58,3.99,4.5,0,6,0,17,3.92,1,5.05
27,8.61,8.56,0,21,0,13,4.78,7,5.72
7,9.82,8.72,1,30,1,24,2.52,6,4.4
18,1.18,4.41,1,37,1,12,3.73,5,1.18
22,9.87,9.08,1,47,1,15,1.72,3,3.02
34,3.61,3.77,0,27,0,6,5.8,9,0.96
45,5.13,5.14,0,24,0,5,6.98,5,4.23
39,8.29,6.1,0,17,0,15,3.05,6,5.33
2,9.36,7.39,0,29,1,13,3.8,5,3.84
33,1.0,2.66,0,33,0,36,9.17,9,4.65
21,1.0,2.52,1,53,1,32,3.82,3,1.21
3,1.0,3.94,1,5,1,5,8.35,7,1.55
9,2.94,3.43,0,23,0,21,2.58,5,1.92
45,6.87,5.19,1,19,0,24,5.43,6,1.88
1,3.59,3.29,1,13,0,11,5.33,4,1.15
27,7.52,7.17,1,23,0,19,5.23,8,6.61
4,1.0,1.2,0,50,1,60,4.49,9,0.0
18,3.58,3.95,0,21,0,11,2.68,4,1.07
12,1.47,4.21,0,22,0,1,3.46,4,0.01
41,5.38,5.52,1,1,0,35,4.5,2,5.03
37,7.62,6.49,1,23,0,17,4.86,6,3.67
43,6.13,5.64,0,26,0,19,4.93,5,4.91
29,9.38,6.6,1,6,0,37,5.92,2,4.03
9,1.0,1.74,0,0,0,4,3.91,4,2.54
23,9.34,7.41,1,28,1,31,3.32,4,4.46
25,8.19,7.18,1,2,1,11,2.83,3,5.12
38,4.2,5.47,0,6,1,1,9.78,10,1.67
8,2.31,3.48,1,47,1,31,6.26,5,0.0
10,1.02,3.97,0,48,0,14,4.74,5,1.34
14,1.0,4.21,1,10,1,26,2.93,6,4.75
27,6.55,6.73,1,20,0,32,2.17,2,2.96
37,1.0,3.82,1,40,0,23,3.94,4,2.48
38,2.2,2.33,0,9,0,6,4.56,0,2.8
25,9.26,6.41,1,22,0,12,2.06,8,5.02
17,8.57,7.66,1,27,1,13,6.9,5,4.95
30,9.26,6.22,1,44,0,9,3.85,4,4.22
48,6.68,5.72,1,39,0,9,10.0,5,3.64
48,4.38,5.4,0,20,0,22,6.47,5,4.24
40,1.0,4.01,0,27,1,5,1.58,2,1.72
49,1.02,2.36,0,13,0,7,1.82,5,1.55
23,1.0,1.95,0,47,0,20,2.99,4,1.47
28,1.0,2.92,0,34,1,26,7.47,3,3.32
11,3.85,3.24,1,15,0,28,3.97,2,0.66
7,7.75,6.48,1,48,1,32,8.11,3,3.55
62,1.0,2.59,1,2,1,9,3.56,3,3.6
6,1.0,2.57,1,21,0,5,4.43,7,0.44
38,8.4,7.13,1,3,1,9,3.12,4,4.74
21,9.82,7.06,0,0,1,4,6.27,3,4.89
16,8.67,6.48,0,22,0,18,3.01,3,3.85
9,9.89,7.18,1,41,0,22,7.02,5,5.45
42,5.97,3.96,1,10,1,21,5.37,8,3.59
25,9.97,8.32,1,16,0,10,5.36,5,5.14
24,1.0,3.49,0,0,0,21,9.66,3,2.19
9,1.0,3.4,0,23,1,17,2.71,4,1.61
25,7.52,6.25,1,26,0,27,3.56,4,4.28
15,9.31,6.77,1,24,1,26,3.93,9,5.47
43,7.95,7.51,1,24,0,20,2.31,7,5.63
20,1.0,3.24,1,17,1,45,2.61,2,1.23
23,3.26,4.18,0,22,0,17,2.61,8,2.61
12,2.48,5.23,0,19,0,6,3.69,6,2.59
17,6.61,5.94,1,5,0,30,3.35,7,3.2
38,5.89,5.28,0,24,0,6,5.48,5,3.77
10,6.92,5.75,0,25,0,15,2.25,4,4.03
11,9.77,6.3,1,18,0,14,2.25,5,5.25
5,4.08,5.11,0,12,1,13,2.29,1,1.48
45,9.83,7.79,1,38,0,3,6.41,6,5.84
30,8.08,7.36,0,18,0,12,4.32,7,5.19
12,1.72,4.88,0,21,0,38,6.33,12,0.66
11,2.4,3.05,1,46,1,12,2.56,10,1.96
22,1.0,1.0,0,10,1,1,6.4,6,0.0
47,1.0,3.08,0,2,1,14,10.0,2,0.0
24,4.45,4.83,1,15,0,21,8.7,4,4.44
5,1.0,1.87,0,8,0,15,9.45,3,2.03
9,9.99,8.39,1,4,0,10,5.07,2,3.15
3,9.94,8.75,1,35,1,5,2.37,2,4.38
34,8.22,5.99,0,44,0,9,1.76,5,4.46
31,1.0,2.3,0,35,1,20,6.69,5,1.27
9,7.17,7.78,0,19,0,24,5.3,9,4.34
4,9.45,6.95,1,54,0,7,7.12,6,3.39
12,1.84,3.17,0,28,0,26,3.5,7,2.27
41,1.09,1.0,0,36,0,16,7.29,4,0.81
7,2.88,2.25,1,19,0,17,3.87,4,0.14
53,9.85,8.07,1,16,0,18,6.06,6,8.07
25,5.23,6.37,0,0,0,9,8.44,5,6.05
28,1.0,1.24,0,25,1,35,3.91,3,0.17
5,7.11,6.34,0,32,0,40,4.88,10,2.76
2,9.88,7.55,0,17,0,5,3.94,7,4.56
25,3.3,4.93,1,15,0,3,6.01,3,0.34
41,8.24,5.73,0,18,0,16,5.83,7,5.35
29,7.73,7.07,0,20,0,6,2.28,4,3.34
24,5.55,4.68,0,14,0,21,7.89,7,3.32
11,2.19,3.54,1,3,0,16,2.16,6,4.26
28,10.0,8.07,0,8,0,9,8.62,13,4.41
63,2.38,3.18,0,41,1,3,6.27,4,5.17
9,5.55,5.81,1,26,0,15,3.53,10,1.88
51,7.15,6.34,0,6,0,2,3.99,7,5.68
19,6.62,5.84,0,31,0,24,7.14,2,5.72
27,7.05,5.87,1,3,0,5,4.08,6,3.58
31,10.0,8.08,1,21,0,14,6.47,5,5.17
49,3.89,4.56,0,31,0,5,8.63,4,2.9
22,9.94,6.98,1,13,0,12,8.36,3,4.23
10,9.96,7.63,1,30,1,3,4.29,7,4.23
29,9.51,6.65,1,44,0,40,5.83,5,4.65
32,9.84,7.86,0,37,1,15,4.1,4,5.12
6,6.54,5.33,1,25,1,3,7.6,6,4.39
28,1.0,3.37,0,15,1,6,2.36,1,2.48
39,1.27,3.44,1,7,1,7,1.86,2,3.05
24,3.31,3.06,1,38,0,21,6.88,3,3.47
29,1.0,2.6,0,53,0,17,1.85,7,0.66
43,7.19,6.95,1,40,1,7,3.15,8,3.12
19,1.0,2.42,1,13,0,8,3.59,6,3.42
1,8.27,6.23,0,11,1,10,6.27,8,1.67
10,8.11,5.77,1,25,0,6,4.88,5,5.22
28,6.52,6.77,1,2,0,6,3.19,2,5.77
7,1.82,3.99,1,52,0,14,0.98,10,0.0
11,6.91,5.94,0,23,0,23,3.81,4,2.94
46,1.0,3.37,0,16,0,10,4.36,5,2.9
42,1.0,1.0,0,49,1,8,10.0,3,3.24
43,2.41,4.77,1,2,0,14,1.35,8,4.03
75,9.74,7.68,1,28,0,1,5.66,4,6.23
8,3.55,4.27,1,2,0,18,4.88,6,2.62
50,6.75,5.73,1,46,0,33,5.04,4,4.42
20,4.05,5.82,1,25,0,13,1.7,4,3.96
47,9.97,6.92,1,3,0,9,6.73,4,6.45
42,8.9,8.81,0,10,0,9,5.45,6,5.51
40,1.57,3.34,1,27,1,6,2.68,4,1.59
37,1.0,3.22,1,14,1,12,1.09,3,1.22
15,1.17,2.37,1,13,1,29,6.17,5,2.57
25,6.84,4.79,0,42,0,14,3.48,3,3.04
21,1.8,4.01,0,10,0,13,5.54,5,4.02
41,9.61,8.08,1,46,1,16,7.24,3,5.87
23,9.23,8.9,1,14,1,12,10.0,5,6.4
8,9.92,7.76,1,16,0,9,9.68,7,5.26
15,8.35,6.59,1,17,0,37,10.0,5,3.98
59,1.83,4.48,1,21,0,22,8.13,2,5.97
47,7.55,8.44,1,9,0,7,2.88,7,3.14
5,6.15,5.7,1,17,1,18,3.32,6,3.73
7,2.34,2.65,1,27,0,7,0.89,2,0.93
51,9.95,8.78,1,30,0,7,6.53,8,9.93
36,9.99,7.74,0,18,1,1,4.24,9,4.4
26,8.49,7.69,1,18,0,9,5.61,10,5.97
16,2.59,3.29,1,18,1,8,4.47,7,2.49
23,1.0,4.16,1,40,1,14,3.73,4,3.69
10,7.5,5.8,0,18,0,19,2.49,6,2.41
26,8.83,7.78,1,7,0,21,3.47,6,4.68
17,6.17,5.21,0,12,0,16,3.59,5,2.9
56,2.82,3.41,0,17,0,13,3.14,4,1.57
20,4.79,4.46,0,5,1,25,5.43,7,3.07
28,8.45,7.81,0,24,1,11,7.39,6,7.36
9,9.96,8.89,0,57,1,2,4.1,3,4.65
25,1.57,3.5,0,13,1,8,5.99,4,1.76
10,3.12,3.76,1,16,0,12,6.74,5,1.61
16,9.86,8.06,1,21,1,9,5.27,2,3.65
42,8.47,7.98,1,1,1,2,6.9,4,5.03
43,9.55,8.66,1,11,0,23,3.38,4,5.91
4,1.38,1.0,0,17,1,7,5.97,4,0.0
30,7.83,6.43,0,4,0,8,5.35,3,4.2
46,6.39,5.61,1,6,1,15,8.21,2,5.12
7,9.53,8.39,1,18,1,16,6.04,6,3.62
11,6.2,5.65,0,6,0,5,1.81,8,0.9
59,4.48,5.41,0,20,0,4,3.26,6,4.74
16,7.11,5.19,0,31,0,2,7.08,8,2.7
7,2.03,3.48,1,26,0,21,1.34,2,1.25
27,3.14,4.79,0,22,0,16,8.47,7,1.51
33,1.0,1.13,1,9,0,10,7.17,6,1.99
14,6.2,8.23,0,32,0,2,5.08,6,3.16
0,9.28,8.76,1,24,0,12,5.02,8,3.52
52,7.2,6.32,1,51,0,42,7.55,4,6.54
7,1.0,1.77,1,43,0,10,3.03,4,0.0
74,1.05,2.46,1,21,1,11,5.91,4,4.5
5,5.19,5.2,1,5,1,11,3.04,10,0.0
35,9.93,8.4,1,39,0,5,5.71,3,5.01
21,9.94,9.46,0,44,0,1,5.25,2,4.12
26,4.06,3.96,1,17,1,20,5.82,8,3.31
7,9.94,8.53,1,19,0,8,5.77,10,4.43
29,9.13,6.18,0,14,1,3,3.94,4,7.69
35,8.06,6.42,1,43,0,11,4.5,4,3.84
31,9.89,8.31,1,2,0,25,3.39,7,5.68
12,5.75,6.14,0,40,1,7,5.33,4,1.99
9,2.03,2.47,1,6,1,2,3.16,7,1.1
39,1.0,2.16,1,44,1,39,7.6,3,1.12
41,8.51,8.57,0,23,1,12,4.72,3,3.73
20,2.83,4.86,0,4,0,21,9.65,3,5.21
33,1.0,2.81,1,6,0,25,4.84,5,3.66
33,1.0,1.0,0,17,0,3,2.13,5,2.54
22,1.0,5.11,0,0,0,6,7.71,6,4.24
1,9.41,7.62,1,22,1,13,7.75,6,4.27
21,8.68,6.9,1,21,0,9,3.98,2,4.76
20,6.24,5.22,1,8,0,6,4.69,7,4.86
38,1.0,2.98,0,19,0,17,3.32,4,2.21
6,2.75,4.04,1,11,0,17,8.35,2,0.0
20,4.07,5.39,0,19,0,16,5.96,7,1.47
22,6.95,5.25,0,24,0,14,3.31,8,3.34
20,6.03,5.31,0,22,0,17,2.45,6,2.26
11,2.52,5.54,1,19,1,24,5.1,11,2.3
27,9.96,8.2,1,0,0,8,3.82,7,3.74
18,4.04,4.25,1,1,0,33,1.61,5,4.72
33,1.44,1.92,0,6,1,8,2.55,10,0.86
18,1.0,3.11,1,11,1,13,6.18,3,1.33
13,9.86,8.95,0,18,0,11,2.38,6,3.83
48,1.0,3.47,0,20,0,4,9.16,4,1.5
5,2.38,3.17,0,49,1,41,3.27,4,0.71
48,1.0,2.96,0,23,0,15,4.47,6,0.04
8,8.03,8.49,1,24,0,14,4.04,2,3.7
16,2.12,4.35,0,5,0,19,5.23,7,2.1
13,9.55,6.95,1,15,1,32,5.32,9,5.75
14,1.37,1.0,1,16,1,12,3.08,6,3.53
30,1.0,2.9,1,32,1,8,5.56,7,1.34
61,1.2,3.52,0,44,0,10,4.09,5,4.31
37,7.52,5.42,1,34,0,32,3.38,3,4.21
19,1.0,2.59,0,36,1,27,6.24,5,4.27
9,8.11,6.6,0,20,0,42,4.47,4,3.69
8,7.28,6.47,0,28,0,6,8.29,6,2.49
23,3.87,3.78,1,45,0,12,2.9,3,2.38
30,1.0,3.89,0,33,0,11,1.35,5,1.61
3,3.7,4.37,0,20,1,62,5.57,5,2.75
2,3.02,2.94,0,28,0,27,2.91,5,0.0
28,5.63,6.3,1,44,0,12,2.79,2,4.02
55,5.35,3.95,0,12,0,31,2.8,1,5.84
29,7.94,8.05,1,2,1,11,7.74,6,5.51
55,4.41,5.64,0,15,1,4,10.0,5,1.96
25,1.0,3.99,1,9,1,16,6.05,7,3.33
32,1.29,2.62,0,26,0,8,2.75,2,3.7
24,2.58,3.05,0,34,1,5,2.66,3,2.11
19,1.43,2.94,0,16,0,6,10.0,3,3.37
9,9.37,7.54,1,40,0,28,3.58,9,4.39
32,9.99,7.34,1,40,0,59,9.41,7,4.29
36,1.0,2.05,1,32,0,8,6.93,6,3.28
22,4.92,4.59,1,38,1,24,8.28,5,2.36
23,6.67,4.83,0,12,1,16,8.74,1,3.4
4,1.0,3.28,0,26,1,3,4.83,3,1.58
18,3.04,3.77,0,25,1,47,4.72,5,2.54
18,9.98,7.68,1,11,0,36,4.32,10,4.89
28,9.54,6.61,0,22,0,13,5.15,3,2.74
9,1.0,1.44,0,13,1,15,9.36,5,2.31
16,1.0,4.54,1,17,1,23,7.85,4,1.97
49,1.0,1.97,1,40,1,80,4.48,11,0.0
8,1.46,3.49,0,23,0,18,5.02,3,3.14
18,6.58,6.11,0,18,1,26,2.85,2,3.12
13,8.4,4.26,1,28,1,3,8.17,5,3.3
26,1.0,4.39,0,19,0,34,3.96,3,2.69
13,8.69,7.9,1,8,1,12,4.11,6,3.95
17,9.83,7.13,1,42,0,30,3.91,5,4.27
57,3.77,4.23,1,11,0,27,7.23,2,3.91
46,4.92,3.8,0,48,1,7,5.69,8,5.12
